,0_religiosity,0_frequency_religious_practices,0_change_frequency_religious_practices,0_frequency_meditation,0_change_frequency_meditation,0_prior_attention,0_international,0_taking_medication,1_psychedelic_consumed,2_how_times_consumed,2_qualification_experience,2_microdosing_program,2_change_consumption,2_decrease_by_factors,3_psychedelic_but_meaningful,4_psychedelic_last_time,5_psychedelic_reasons,5_other_reason,6_psychoactives_consumed,6_other_psychoactive,7_marihuana,7 stimulants,7_sedatives,7_antidepressants or antipsychotics,7_dissociative,7_mdma,7_other,7_marijuana_decreased_by_external_factors,7_stimulants_decrease_by_external_factors,7_sedatives_reduced_by_external_factors,7_antidepressants or antipsychotics_decreased_by_external_factors,7_dissociative_decreased_by_external_factors,7_mdma_decreased_by_external_factors,7_other_decreased_due_to_external_factors,7_tobacco,7_tobacco_decreased_due_to_external_factors,7_caffeine,7_caffeine_decreased_by_external_factors,7_alcohol,7_alcohol_decreased_by_external_factors,8_calm,8_insurance,8_tense,8_disgusted,8_like_a_fish_in_water,8_changed,8_concerned_possible_problem,8_satisfied,8_scared,8_comfortable,8_confident,8_nervous,8_agitated,8 undecided,8_quiet,8_to_taste,8 worried,8_stunned,8 balanced,8_good,9_good,9_nervous,9_to_taste,9_I_wish_to_be_so_happy,9_sorry_that_failed,9_rested,9_calm_serene_calm,9_difficulties_piling_up,9_I worry_about_unimportant_things,happy,9_bad_thoughts,9_lack_trust,9_insurance,9_decide_quickly,9_out_of_place,9_satisfied,9_unimportant_things_occupy_annoy,9_disappointments_affect,9_person_stable,9_things_between_hands_nervous_tense,10_interested,10 distressed,10_excited_excited,10_affected,10_strong,10_culpable,10_scared,10_aggressive,10 excited,10_satisfied_with_himself,10_irritable,10_awake,10_ashamed,10_inspired,10_nervous,10_decided,10_concentrated,10_agitated,10_active,10_scary,11_I_know_what_I_want_to,11_accept_what_goes_wrong,11_it_imports_to_think_about_the_future,11_I_can_say_what_I_think,11_people_like_me,11_will_achieve_goals,11_story_with_people_who_help,11_in_general_I_get_on_good_with_people,11_I_do_what_I_want,11_capable_of_thinking_life_project,11_accept_mistakes_improve,11_make_decisions_without_hesitating,11_face_obligations_without_problems,12_I_carry_out_plans_until_the_end,12_handling_problems_different_modes,12_do_things_without_depending,12_I keep_interest_important_things,12_take_things_without_concern,12_friendly_withme,12_manage_several_things,12_decided,12_rare_times_I_ask_the_purpose_of_things,12_I_do_things_by_one,12_self_disciplined,12_maintain_interest,12_usually_find_things_to_laugh about,12_confidence_in_my_going_through_difficult_times,12_in_emergencies_you_can_trust_me,12_see_situation_several_points_of_view,12_my_life_has_sense,12_I_don't_insist_in_things_that_I_can't_do_anything,12_meeting_exit_in_difficult_situation,12_I_have_energy_for_what_I_have_to_do,12_I_feel_comfortable_if_there_are_people_who_don't_like_me,13_login_disclaimer_fork,hash
162,0,5,50,5,50,2,2,2,2,10,89,2,0,true,-999,6,2,-999,"1,4,8,9",-999,32,-999,-999,-999,-999,0,-999,true,-999,-999,-999,-999,true,-999,-999,-999,55,0,63,0,3,3,2,2,2,2,3,3,1,3,3,2,2,1,3,3,3,2,3,3,3,2,3,2,2,1,3,2,1,3,2,1,3,2,2,3,2,1,3,2,4,3,2,3,2,1,2,1,1,3,3,2,1,2,1,2,2,1,2,2,1,1,1,2,1,2,1,1,2,2,1,2,2,5,4,4,6,5,6,5,5,3,2,4,5,5,4,6,6,6,6,5,6,6,2,-3658040277535667288
163,0,5,50,5,50,1,2,2,2,2,50,2,0,true,-999,4,"1,2",-999,"1,2,8",-999,37,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,44,true,-999,-999,4,0,1,1,4,4,1,4,4,1,3,1,2,4,1,3,1,2,4,2,1,2,4,2,4,4,3,2,2,2,3,4,2,2,3,3,1,1,2,4,2,4,5,3,5,3,2,1,4,1,3,2,2,1,1,1,4,3,1,1,3,3,3,2,1,1,2,3,2,2,2,3,3,1,3,1,7,4,4,1,4,4,5,2,3,1,3,7,5,7,6,6,5,3,1,1,2,3190765052047370637
164,11,5,50,4,76,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,8",-999,6,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,-999,-999,46,0,85,0,2,4,3,3,1,3,1,1,1,1,3,3,1,2,3,1,1,1,1,1,2,3,3,1,1,1,3,1,2,1,3,4,3,2,3,1,2,2,3,1,1,4,1,3,3,1,1,1,1,3,3,1,1,1,4,1,1,1,1,1,1,1,2,1,2,2,3,1,2,2,2,3,3,2,4,6,4,6,6,2,1,2,4,4,2,3,5,5,5,4,6,4,1,2,2,7858666014540416071
165,0,5,50,1,100,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,0,0,41,0,40,0,4,4,2,1,1,2,2,2,1,3,4,2,2,3,2,2,3,1,4,3,4,3,3,1,2,3,2,2,2,3,2,1,3,3,2,3,2,1,3,2,3,2,4,2,4,3,1,2,4,5,2,2,1,4,3,4,2,2,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,1,6,1,3,6,3,6,4,5,7,5,3,6,5,2,2,5193406954627293591
166,5,5,50,2,66,1,2,2,2,2,53,2,0,0,-999,5,1,-999,1,-999,41,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,3,3,2,2,3,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,1,2,3,3,2,2,2,3,1,2,3,2,2,2,5,2,5,3,4,1,3,2,4,4,2,4,2,5,3,4,4,3,2,3,1,2,1,1,2,1,1,2,2,1,1,1,2,6,5,4,7,3,4,6,6,2,2,4,6,7,5,7,6,6,5,6,4,2,2,2323240881064353029
167,0,5,50,5,50,1,2,2,2,10,72,2,45,true,-999,4,"1,2,3,5,6,4",-999,"1,2,4,8,9",-999,85,-999,-999,-999,-999,49,-999,0,-999,-999,-999,-999,0,-999,85,0,80,0,45,0,2,1,2,4,3,2,1,2,2,1,1,3,1,2,2,2,2,2,2,2,2,3,1,4,2,2,2,2,4,2,3,3,2,2,3,2,4,3,2,4,4,2,4,2,3,2,2,2,4,2,2,3,2,4,2,3,3,2,3,4,2,2,1,3,2,2,1,1,3,2,2,3,3,5,7,4,5,2,3,4,4,3,7,5,5,7,1,6,7,4,3,4,2,1,2,-1490066125765014228
168,85,2,100,2,100,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"8,2,4",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,100,0,0,0,2,3,2,3,2,1,3,1,1,2,2,3,3,3,3,2,3,3,3,3,3,4,3,4,4,2,3,4,4,2,4,4,2,1,2,2,4,4,2,1,2,3,2,4,3,3,3,2,2,4,4,5,2,2,5,1,3,5,2,5,2,3,1,1,1,2,1,1,1,2,1,3,1,3,3,7,7,3,3,3,1,1,5,7,3,6,1,5,3,6,3,4,4,5,2,4074734017652490816
169,0,5,50,4,59,1,1,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,5,6,8",-999,0,-999,43,40,-999,-999,-999,0,-999,0,0,-999,-999,-999,0,0,0,0,23,0,3,3,1,2,4,1,4,1,2,3,4,1,1,1,3,3,3,1,3,2,4,1,3,2,2,3,4,2,1,4,2,1,3,3,1,4,3,1,3,1,5,4,5,3,3,1,2,2,5,4,2,5,1,5,1,4,5,1,4,1,1,1,1,1,2,1,1,1,2,1,1,1,2,7,6,6,7,4,3,4,7,3,2,6,7,7,6,6,6,6,4,6,5,4,2,-3896122544554189953
170,15,5,50,5,50,2,2,2,"1,2",30,81,2,14,true,2,4,"1,2,4,3,5",-999,"1,2,3,4,8,9,7",-999,80,0,-999,-999,0,0,-999,0,true,-999,-999,true,true,-999,0,0,83,0,25,0,3,3,2,2,2,2,2,1,1,2,3,2,1,3,2,1,2,1,1,3,3,2,2,1,3,3,2,2,3,4,3,2,3,1,2,2,3,2,3,3,1,3,1,3,3,2,2,3,3,2,3,2,2,1,3,2,2,1,2,2,3,1,1,2,1,2,1,1,3,2,1,3,2,3,4,6,4,5,7,5,3,4,1,1,4,5,6,7,6,4,4,5,5,3,2,5953218396245478579
171,63,2,69,1,86,2,2,2,"2,4",100,87,2,89,0,4,1,"1,5",-999,"4,8,1,3,2",-999,21,100,-999,-999,-999,-999,-999,0,0,-999,-999,-999,-999,-999,0,0,72,0,39,true,2,1,3,3,3,2,4,2,2,2,2,3,3,3,2,2,4,4,2,2,2,3,2,3,4,1,3,3,4,1,4,4,2,3,2,2,4,4,2,3,3,5,3,5,3,4,5,4,2,4,5,1,2,3,4,5,3,5,3,5,2,1,1,3,2,1,1,1,2,2,1,2,2,5,6,5,7,6,5,5,4,4,3,1,4,7,7,5,7,1,7,4,3,1,2,-1055689245557896700
172,1,5,50,5,50,1,2,2,"4,2",1,89,2,0,0,4,4,"2,1,3",-999,"1,2,4,8,9",-999,0,-999,-999,-999,-999,0,-999,true,-999,-999,-999,-999,true,-999,26,true,100,0,28,true,4,3,1,3,2,3,1,1,1,3,3,2,1,3,3,1,1,1,2,3,4,1,3,3,3,4,3,1,1,3,3,2,2,1,1,3,4,1,4,1,5,3,3,4,3,1,1,1,1,3,5,4,1,4,1,1,3,1,3,1,1,2,1,1,1,1,1,1,1,1,2,3,2,2,4,7,7,6,4,7,1,4,2,4,6,7,4,7,4,6,2,4,3,2,2,-8230671574825240390
173,6,4,49,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,0,0,61,0,61,0,2,1,1,3,2,2,3,1,1,2,2,1,2,4,2,1,2,3,1,1,2,2,3,3,4,2,3,3,4,3,2,2,2,1,2,2,1,3,2,1,1,5,1,4,2,4,1,1,2,2,2,2,1,1,3,1,2,4,2,1,3,1,2,2,1,2,1,1,3,3,1,3,2,5,6,4,5,2,6,5,4,4,7,6,5,7,6,6,6,2,2,3,4,1,2,550894776639725544
174,0,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,0,0,51,0,0,0,2,1,4,3,1,3,3,1,2,2,2,4,3,4,2,2,2,3,2,2,2,4,2,4,3,2,2,4,4,2,3,4,2,1,2,2,3,2,2,4,3,4,2,4,2,2,5,3,2,2,5,3,1,2,5,1,2,3,2,4,2,1,1,2,2,2,1,2,2,1,1,3,3,5,4,3,5,2,4,3,3,2,3,6,5,4,2,5,5,4,6,3,2,1,2,-2787043737644054378
175,24,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,0,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,0,true,100,0,0,0,3,2,2,2,1,2,2,3,1,2,2,3,1,3,2,3,3,2,1,3,2,3,2,3,4,1,2,4,4,2,3,4,2,1,3,2,4,2,1,2,3,3,2,4,2,3,3,1,3,2,4,4,1,4,4,3,5,1,3,5,3,3,1,3,3,2,1,3,2,1,1,2,1,7,7,4,5,1,2,1,3,1,4,7,5,7,3,5,7,5,7,3,5,2,2,4802824377791644346
176,36,4,37,2,72,2,2,2,2,3,57,2,28,0,-999,5,"1,2,3",-999,"2,4,5,8,1",-999,0,-999,0,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,55,0,100,0,58,0,3,3,2,1,2,1,2,3,2,4,4,2,1,1,3,4,2,1,3,3,4,2,3,1,2,3,3,2,2,4,1,1,3,2,2,4,2,1,3,2,5,3,5,2,4,3,1,1,4,4,4,3,1,5,4,3,4,1,4,1,1,1,1,2,1,1,2,1,2,1,1,2,2,5,5,4,6,3,6,6,4,1,3,6,6,7,7,5,6,7,4,5,3,5,2,-7297800936125446982
177,0,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,3,4,5,6,8,10",chala,69,48,51,49,-999,-999,0,0,0,0,0,-999,-999,true,52,0,50,0,100,0,2,3,2,3,1,2,3,2,3,3,3,3,2,2,2,3,3,1,3,3,3,2,2,3,3,3,3,3,4,3,2,3,3,2,2,3,3,3,3,4,3,3,4,3,4,1,2,1,3,3,3,4,1,5,3,4,2,1,4,4,1,1,1,1,3,3,1,1,2,1,2,2,3,4,2,2,6,4,5,5,5,2,2,4,4,5,4,4,4,3,4,4,3,4,2,-7973909230384259843
178,89,1,63,1,60,2,2,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,3,2,2,2,1,2,3,1,3,3,2,1,1,3,3,2,1,3,3,4,1,4,1,2,4,4,2,1,4,2,2,3,3,1,4,2,1,3,2,3,3,3,4,2,2,4,1,3,2,2,3,1,2,5,2,2,4,2,5,1,2,1,3,1,2,1,1,2,1,1,1,2,5,6,4,6,3,4,3,5,2,6,5,5,7,4,5,6,6,5,5,6,3,2,7382837970780908478
179,25,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,8",-999,46,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,74,0,3,true,2,1,3,2,1,3,1,1,2,1,2,2,1,2,1,1,3,2,1,1,2,2,2,2,1,2,1,2,3,2,2,2,1,2,3,2,3,4,2,3,2,4,2,5,3,1,2,2,1,3,3,3,4,3,5,4,3,1,3,4,1,3,2,2,3,2,1,3,2,1,1,1,2,5,3,7,6,1,3,1,3,1,3,6,5,6,4,7,7,4,1,5,2,1,2,3215367255040293659
180,40,4,48,4,48,2,2,2,"1,2",5,80,2,24,true,2,5,"1,2,5",-999,"1,2,4,8,9",-999,0,-999,-999,-999,-999,0,-999,true,-999,-999,-999,-999,true,-999,0,true,54,0,43,0,3,3,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,3,2,3,2,2,3,3,2,3,3,2,3,3,2,2,3,2,1,3,2,3,5,2,3,2,2,3,1,1,3,2,3,1,2,3,2,3,1,4,3,1,1,1,3,2,1,1,1,2,1,1,3,2,6,3,7,5,2,5,5,3,2,3,5,4,6,5,5,7,5,3,6,7,3,2,6588087422464683366
181,0,5,50,4,48,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,5,8",-999,48,-999,58,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,-999,-999,84,0,62,0,2,1,4,3,1,4,4,1,2,1,3,2,3,3,2,1,3,2,1,1,3,2,4,1,2,3,1,2,2,3,1,1,4,4,2,3,2,1,4,2,2,4,1,3,3,4,4,5,2,4,5,5,1,1,5,4,2,5,1,5,1,1,2,1,2,1,1,3,2,1,1,1,1,7,7,7,7,2,5,7,7,1,1,5,7,4,7,7,7,7,6,7,7,2,2,-13813080832066804
182,55,4,74,2,79,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,28,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,37,true,45,0,60,0,2,2,3,4,2,2,3,1,2,2,2,2,1,3,2,1,3,3,1,2,3,2,2,1,2,2,4,2,2,3,2,3,2,2,3,2,3,2,4,1,3,4,2,3,3,2,2,1,1,2,3,2,1,3,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,3,5,6,4,5,6,5,4,4,4,5,4,2,5,5,7,4,5,6,3,2,2,5611296354971150777
183,0,5,50,4,52,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,0,0,50,0,0,0,2,3,3,1,2,1,2,2,2,3,3,1,1,2,2,2,3,1,2,2,2,2,3,1,1,3,3,1,1,2,2,2,4,2,3,3,1,2,3,2,4,2,2,2,3,3,1,1,2,4,3,4,1,1,1,4,3,1,2,1,1,2,1,3,2,2,1,2,1,2,1,2,1,5,7,6,6,3,4,4,6,2,4,5,7,5,6,6,7,6,7,4,3,2,2,470078463589695139
184,17,5,50,4,68,1,2,2,"1,2",4,79,2,53,0,2,4,"1,2",-999,"1,2,3,4,8,9",-999,21,0,-999,-999,-999,10,-999,0,true,-999,-999,-999,true,-999,15,true,24,0,68,0,3,3,1,2,3,2,2,3,1,3,3,2,1,2,3,3,2,2,3,3,3,3,3,2,2,2,2,3,3,3,2,2,3,2,2,3,3,3,3,3,5,4,4,3,4,2,2,2,5,4,2,3,2,5,2,3,3,2,4,2,2,1,1,1,2,2,1,1,1,1,1,2,2,6,7,5,6,3,7,7,4,3,2,6,6,7,6,4,7,4,5,6,7,1,2,-2852131831878013793
185,18,5,50,4,56,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,6,8",-999,6,-999,-999,3,-999,-999,-999,0,-999,-999,0,-999,-999,-999,100,0,40,0,98,0,2,2,3,3,2,2,2,2,1,3,2,3,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,2,2,2,2,2,2,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2,2,4,6,5,4,4,3,3,3,5,3,3,3,5,5,5,5,4,4,5,3,2,2,2953515837431611358
186,8,5,50,5,50,1,2,2,2,5,99,2,53,0,-999,3,"1,2,4",-999,"1,6,4,5,8",-999,100,-999,0,0,-999,-999,-999,0,-999,0,0,-999,-999,-999,-999,-999,53,0,73,0,4,4,2,2,4,1,2,3,2,4,4,1,1,1,4,4,2,1,3,4,4,2,4,1,1,3,4,1,3,4,2,1,4,4,1,3,2,2,4,1,5,4,3,4,4,1,2,2,4,4,2,4,2,1,2,4,3,1,2,1,1,2,1,3,1,1,1,1,1,1,1,1,1,6,4,7,7,5,7,7,7,5,4,7,7,7,7,7,7,7,5,7,7,3,2,5212352401921606284
187,100,1,37,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,32,0,-999,-999,4,3,2,1,2,1,3,3,2,4,3,2,1,1,3,3,1,1,4,4,4,3,4,2,3,3,4,2,1,4,2,2,4,2,1,3,1,1,4,2,5,3,5,3,3,4,2,1,4,4,1,4,2,3,5,4,4,3,4,3,1,1,1,1,1,1,1,1,2,1,1,2,1,6,4,5,6,6,7,4,5,2,7,4,5,7,6,7,7,7,7,5,6,2,2,7856161253493666254
188,1,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,3,4,5,8",-999,28,0,0,-999,-999,-999,-999,0,true,0,-999,-999,-999,-999,0,true,24,0,46,0,2,2,3,2,3,2,2,2,2,3,3,2,2,3,2,2,2,2,2,3,3,2,4,2,2,2,4,2,2,3,2,2,3,2,3,2,2,1,3,2,5,2,3,2,4,2,1,3,4,3,3,4,2,4,3,4,3,3,4,2,2,1,2,2,2,2,3,2,1,2,2,2,2,4,6,7,6,4,5,6,4,2,4,3,5,6,5,6,6,6,6,6,5,3,2,8952227567027657804
189,0,5,50,4,60,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,0,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,0,0,73,0,18,0,2,2,4,3,1,3,2,2,2,2,2,3,2,3,2,2,3,3,1,2,2,3,1,4,3,1,1,4,3,2,3,4,2,1,3,2,4,4,1,3,2,5,2,5,1,3,2,3,2,3,4,2,3,3,5,2,1,3,2,2,2,2,1,2,2,2,1,1,3,3,1,3,3,3,4,3,4,1,1,3,1,3,4,6,4,7,1,4,4,5,6,3,1,1,2,-5916064651462155653
190,0,5,50,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8,9",-999,75,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,0,-999,0,0,0,0,0,0,3,3,1,1,3,2,1,3,1,3,4,1,1,2,3,4,2,1,3,4,4,2,4,1,2,4,2,1,2,4,1,2,4,3,1,4,1,3,4,1,3,2,1,1,5,1,1,3,3,4,4,4,1,4,1,3,4,1,5,1,2,1,1,1,1,1,1,1,1,1,1,2,1,4,6,7,7,2,7,7,3,2,2,4,5,7,7,7,6,6,7,4,6,6,2,-2137048234762183227
191,0,5,50,5,50,1,2,2,2,1,100,2,0,0,-999,4,"1,2",-999,"1,9,8,4,3",-999,0,0,-999,-999,-999,0,-999,0,true,-999,-999,-999,true,-999,-999,-999,100,0,49,0,3,3,2,2,1,2,3,1,2,1,4,3,1,3,2,1,2,1,2,3,3,2,3,1,3,4,4,2,1,3,1,1,4,3,1,3,2,1,4,2,3,2,1,3,3,1,3,1,1,2,1,1,2,1,2,1,3,1,3,1,1,1,1,3,2,2,1,1,1,1,1,3,3,3,7,5,6,6,4,3,6,3,6,6,6,7,4,7,7,7,6,4,5,4,2,5663984981342737239
192,17,4,45,3,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,8",-999,21,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,-999,-999,60,0,84,0,1,1,3,4,1,2,4,1,4,1,2,3,2,2,1,1,4,3,1,2,3,3,2,4,3,1,2,3,2,2,3,4,1,2,2,2,2,2,2,2,2,5,2,4,2,4,5,3,1,3,4,2,1,2,3,2,3,1,2,4,2,2,1,2,2,2,1,2,2,1,1,2,1,5,6,3,7,6,4,6,4,1,6,7,6,7,4,6,5,5,5,5,5,6,2,-776357808136511599
193,3,5,50,4,60,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,40,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,37,true,71,0,57,0,2,1,3,4,1,3,2,1,4,1,2,2,2,3,1,1,3,4,1,1,1,2,1,4,2,1,2,4,4,1,4,2,3,2,3,1,4,4,1,4,2,5,1,4,1,4,5,4,1,1,3,3,2,1,3,4,3,2,1,4,2,3,1,2,2,1,3,3,3,1,2,2,1,7,3,7,4,2,1,5,4,1,3,6,4,2,3,4,5,1,2,3,5,3,2,958077136972701206
194,26,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,8",-999,0,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,-999,-999,50,0,0,0,2,1,3,4,1,2,3,2,2,1,2,4,1,2,2,1,4,2,2,2,4,2,3,3,3,4,3,2,2,4,3,4,3,2,2,3,3,3,4,1,3,5,1,5,1,3,5,3,1,3,5,3,1,1,5,3,3,1,3,5,2,1,1,1,1,1,1,1,2,1,1,3,1,6,4,5,6,4,4,7,2,4,2,7,6,7,3,5,4,6,4,4,7,1,2,7245995071552887462
195,0,5,50,2,100,2,2,2,"1,2",5,100,2,50,0,2,8,"2,1",-999,"1,2,4,8,9",-999,74,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,true,-999,28,true,65,0,72,0,2,2,2,3,1,2,2,2,1,3,3,2,1,1,2,2,1,1,1,2,2,2,3,1,1,2,2,1,2,2,2,2,3,2,1,2,3,1,2,1,3,4,1,1,1,1,1,1,1,2,2,2,1,1,1,1,3,1,3,1,1,1,1,2,1,1,1,1,2,1,1,2,1,6,4,6,6,3,5,5,5,3,5,7,6,6,4,6,4,5,3,5,6,3,2,7436607961117194970
196,15,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2,1,3,4,8,9,5",-999,0,0,0,-999,-999,0,-999,0,0,0,-999,-999,0,-999,72,0,0,0,18,0,2,2,2,1,2,2,2,2,1,3,2,1,1,1,3,2,2,1,1,3,3,2,2,3,3,3,4,2,3,4,2,3,3,2,3,4,2,3,3,2,5,2,2,2,4,2,3,1,4,4,1,3,1,4,1,3,3,1,3,1,1,2,1,1,1,2,1,1,2,1,1,2,2,5,5,5,7,7,3,4,5,1,5,4,6,7,5,5,7,7,4,5,4,1,2,977751947799732144
197,0,5,50,5,50,1,2,2,2,4,100,2,54,0,-999,4,1,-999,"1,2,3,9,8",-999,100,0,-999,-999,-999,40,-999,0,true,-999,-999,-999,true,-999,35,true,-999,-999,78,true,2,1,4,3,2,2,2,2,3,2,3,4,2,4,3,3,2,2,2,3,4,3,3,4,4,4,4,2,3,4,3,4,2,2,2,3,4,4,2,4,5,3,5,3,4,1,3,1,5,4,4,3,1,5,4,5,5,2,5,2,1,1,1,2,2,1,1,1,2,1,1,2,2,6,7,6,7,4,3,3,5,1,6,6,7,7,7,7,7,7,7,6,7,4,2,-4460486186315028019
198,9,5,50,2,42,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,8",-999,49,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,13,0,1,2,2,1,3,2,2,2,1,2,4,2,1,4,2,2,1,1,2,2,3,1,3,2,2,2,1,1,1,3,1,2,3,4,2,1,1,1,4,2,4,3,4,3,5,2,3,3,2,2,5,4,1,2,4,2,2,1,3,3,2,3,1,2,1,1,2,1,1,1,2,1,1,5,6,7,7,7,6,7,6,1,3,2,4,6,5,4,5,3,7,1,4,1,2,-785142885981626180
199,0,5,50,4,82,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8,9",-999,17,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,true,-999,8,0,28,0,30,0,2,3,2,3,1,2,4,2,2,3,3,3,1,2,3,2,3,2,1,2,3,3,3,2,2,1,4,2,3,3,2,2,2,1,2,3,2,1,3,2,3,4,3,4,3,1,3,2,3,3,4,2,2,3,4,2,2,1,3,1,1,2,1,3,1,2,1,2,3,2,2,3,1,4,3,2,5,2,4,5,2,2,4,4,5,6,3,6,4,5,2,4,4,2,2,6998104669766655088
200,85,5,50,2,59,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,87,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,61,0,49,0,72,0,2,2,3,2,1,2,3,2,1,2,3,3,1,3,2,1,3,2,2,2,3,2,2,1,2,1,3,2,1,2,1,3,2,2,3,2,1,1,3,3,3,2,2,4,2,1,1,1,2,3,2,3,1,4,4,4,2,1,3,1,1,1,1,1,1,2,1,1,2,2,1,2,3,2,2,2,7,3,6,2,3,2,6,2,4,7,3,3,5,6,3,4,1,1,2,-4782830358285627537
201,17,5,50,3,18,2,2,2,2,4,90,2,41,0,-999,3,"3,5,1",-999,"1,9,8",-999,61,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,60,0,2,3,3,3,2,3,3,1,2,3,2,2,2,2,2,2,3,1,2,2,3,2,3,1,2,2,3,3,3,3,2,1,2,2,3,2,3,1,3,1,3,4,3,2,4,3,3,4,4,2,4,2,2,4,4,4,4,2,2,1,2,1,2,1,1,1,1,1,1,2,1,1,2,5,6,6,6,4,2,4,5,3,3,4,5,6,5,6,5,4,4,3,5,3,2,-1337706229102337888
